#clusterID	species	gene	is_seed_ortholog	confidence_score	species_in_cluster	tree_conflict	
47	6.fa	run74_G24_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	6.fa	run74_G23_9	0	0.500	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	7.fa	run74_G28_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	0.fa	run74_G0_0	0	0.162	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	1.fa	run74_G5_1	0	0.234	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	1.fa	run74_G4_1	0	0.234	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	5.fa	run74_G20_7	0	0.312	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
47	7.fa	run74_G27_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	0.fa	run34_G0_0	0	0.914	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	0.fa	run34_G1_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	0.fa	run34_G3_0	0	0.612	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	1.fa	run34_G7_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	1.fa	run34_G8_1	0	0.723	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	1.fa	run34_G9_1	0	0.639	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	2.fa	run34_G14_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	2.fa	run34_G13_3	0	0.796	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	3.fa	run34_G16_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	4.fa	run34_G17_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	5.fa	run34_G19_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	6.fa	run34_G21_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	7.fa	run34_G23_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
48	0.fa	run34_G5_0	0	0.164	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
49	0.fa	run03_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	1.fa	run03_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	2.fa	run03_G3_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	3.fa	run03_G6_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	4.fa	run03_G7_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	5.fa	run03_G9_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	6.fa	run03_G11_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
49	7.fa	run03_G13_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
50	0.fa	run17_G3_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	1.fa	run17_G4_1	0	0.062	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	0.fa	run17_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	1.fa	run17_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	2.fa	run17_G7_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	3.fa	run17_G8_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	4.fa	run17_G9_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	5.fa	run17_G11_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	6.fa	run17_G13_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G23_11	0	0.833	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G21_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G18_11	0	0.717	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G15_11	0	0.675	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G16_11	0	0.625	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
50	7.fa	run17_G20_11	0	0.667	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	0.fa	run67_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	1.fa	run67_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	1.fa	run67_G2_1	0	0.783	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	4.fa	run67_G13_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	5.fa	run67_G15_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	6.fa	run67_G17_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	7.fa	run67_G19_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	2.fa	run67_G9_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	2.fa	run67_G7_3	0	0.131	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	2.fa	run67_G6_3	0	0.107	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	2.fa	run67_G5_3	0	0.098	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
51	3.fa	run67_G12_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	0.fa	run92_G3_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	1.fa	run92_G5_1	0	0.831	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	1.fa	run92_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	0.fa	run92_G0_0	0	0.189	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	1.fa	run92_G1_1	0	0.174	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	2.fa	run92_G9_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	3.fa	run92_G10_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	4.fa	run92_G11_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	5.fa	run92_G13_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	6.fa	run92_G17_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	6.fa	run92_G16_9	0	0.750	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	7.fa	run92_G21_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	7.fa	run92_G22_11	0	0.356	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
52	6.fa	run92_G15_9	0	0.250	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	0.fa	run00_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	1.fa	run00_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	2.fa	run00_G4_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	2.fa	run00_G3_3	0	0.645	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	3.fa	run00_G6_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	4.fa	run00_G7_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	5.fa	run00_G9_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	6.fa	run00_G11_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	7.fa	run00_G14_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	7.fa	run00_G13_11	0	0.494	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
53	7.fa	run00_G16_11	0	0.430	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
54	0.fa	run31_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	1.fa	run31_G4_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	1.fa	run31_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	1.fa	run31_G2_1	0	0.833	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	2.fa	run31_G7_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	3.fa	run31_G8_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	4.fa	run31_G9_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	5.fa	run31_G11_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	6.fa	run31_G14_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
54	7.fa	run31_G17_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	0.fa	run72_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	1.fa	run72_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	1.fa	run72_G2_1	0	0.360	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	2.fa	run72_G9_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	3.fa	run72_G10_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	4.fa	run72_G11_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	5.fa	run72_G13_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	6.fa	run72_G15_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
55	7.fa	run72_G17_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
56	0.fa	run27_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	1.fa	run27_G8_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	2.fa	run27_G18_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	3.fa	run27_G20_4	0	0.143	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	3.fa	run27_G25_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	4.fa	run27_G26_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	5.fa	run27_G28_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	5.fa	run27_G29_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	4.fa	run27_G21_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	5.fa	run27_G23_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	6.fa	run27_G33_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	7.fa	run27_G35_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	2.fa	run27_G17_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
56	1.fa	run27_G9_1	0	0.083	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	0.fa	run99_G0_0	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	1.fa	run99_G1_1	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	1.fa	run99_G5_1	0	0.472	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	1.fa	run99_G4_1	0	0.434	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	1.fa	run99_G7_1	0	0.085	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	4.fa	run99_G13_5	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	5.fa	run99_G15_7	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	6.fa	run99_G17_9	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	6.fa	run99_G18_9	0	0.866	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	6.fa	run99_G19_9	0	0.744	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	6.fa	run99_G21_9	0	0.683	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	6.fa	run99_G24_9	0	0.146	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	7.fa	run99_G27_11	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	3.fa	run99_G12_4	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
57	1.fa	run99_G2_1	0	0.123	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
58	0.fa	run44_G0_0	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	1.fa	run44_G1_1	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	1.fa	run44_G3_1	0	0.225	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	1.fa	run44_G2_1	0	0.113	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	6.fa	run44_G22_9	0	0.755	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	6.fa	run44_G18_9	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	6.fa	run44_G17_9	0	0.945	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	6.fa	run44_G19_9	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	7.fa	run44_G25_11	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	2.fa	run44_G8_3	1	1.000	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
58	2.fa	run44_G7_3	0	0.945	0.fa-1.fa-2.fa-6.fa-7.fa	diff. numbers
59	0.fa	run54_G1_0	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	0.fa	run54_G0_0	0	0.712	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	0.fa	run54_G2_0	0	0.658	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	1.fa	run54_G5_1	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	1.fa	run54_G6_1	0	0.586	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	4.fa	run54_G15_5	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	5.fa	run54_G17_7	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	6.fa	run54_G19_9	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	7.fa	run54_G21_11	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	1.fa	run54_G8_1	0	0.422	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
59	3.fa	run54_G14_4	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
60	0.fa	run69_G0_0	1	1.000	0.fa-1.fa	No
60	0.fa	run69_G1_0	0	0.905	0.fa-1.fa	No
60	0.fa	run69_G3_0	0	0.405	0.fa-1.fa	No
60	0.fa	run69_G4_0	0	0.365	0.fa-1.fa	No
60	0.fa	run69_G7_0	0	0.203	0.fa-1.fa	No
60	1.fa	run69_G9_1	1	1.000	0.fa-1.fa	No
61	0.fa	run32_G0_0	1	1.000	0.fa-1.fa	No
61	0.fa	run32_G1_0	1	1.000	0.fa-1.fa	No
61	1.fa	run32_G3_1	1	1.000	0.fa-1.fa	No
62	0.fa	run21_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	0.fa	run21_G3_0	0	0.478	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	1.fa	run21_G5_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	2.fa	run21_G7_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	3.fa	run21_G8_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	4.fa	run21_G9_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	5.fa	run21_G11_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	6.fa	run21_G13_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	7.fa	run21_G15_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
62	0.fa	run21_G1_0	0	0.071	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
63	0.fa	run85_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	1.fa	run85_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	2.fa	run85_G3_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	2.fa	run85_G4_3	0	0.298	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	3.fa	run85_G6_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	4.fa	run85_G7_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	5.fa	run85_G9_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
63	7.fa	run85_G13_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-7.fa	No
64	0.fa	run23_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	1.fa	run23_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	2.fa	run23_G4_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	2.fa	run23_G3_3	0	0.699	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	2.fa	run23_G6_3	0	0.602	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	2.fa	run23_G7_3	0	0.578	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	2.fa	run23_G9_3	0	0.554	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	3.fa	run23_G12_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	4.fa	run23_G13_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	5.fa	run23_G15_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	6.fa	run23_G17_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
64	7.fa	run23_G21_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
65	0.fa	run80_G1_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	0.fa	run80_G2_0	0	0.973	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	0.fa	run80_G0_0	0	0.945	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	1.fa	run80_G5_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	2.fa	run80_G7_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	3.fa	run80_G8_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	4.fa	run80_G9_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	5.fa	run80_G11_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	6.fa	run80_G16_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	7.fa	run80_G19_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	6.fa	run80_G13_9	0	0.083	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
65	6.fa	run80_G14_9	0	0.065	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	0.fa	run45_G0_0	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	1.fa	run45_G1_1	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	1.fa	run45_G2_1	0	0.603	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	2.fa	run45_G10_3	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	3.fa	run45_G12_4	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	4.fa	run45_G13_5	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	5.fa	run45_G15_7	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	6.fa	run45_G17_9	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	6.fa	run45_G18_9	0	0.300	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	6.fa	run45_G19_9	0	0.225	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	7.fa	run45_G23_11	1	1.000	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	2.fa	run45_G8_3	0	0.297	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	2.fa	run45_G6_3	0	0.275	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
66	2.fa	run45_G5_3	0	0.253	0.fa-1.fa-2.fa-3.fa-4.fa-5.fa-6.fa-7.fa	diff. numbers
67	0.fa	run43_G0_0	1	1.000	0.fa-1.fa-3.fa-4.fa-5.fa-6.fa-7.fa	No
